Category;Order Date;Postal Code;Segment;Product Name;Price;Quantity;Discount;Region
Technology;1/13/2015;71111;Corporate;Plantronics S12 Corded Telephone Headset System;258.696;6;0;South
Office Supplies;1/13/2015;71111;Corporate;3-ring staple pack;2.7072;3;0;South
Office Supplies;1/13/2015;71111;Corporate;Fellowes Stor/Drawer Steel Plus Storage Drawers;34.3548;6;0;South
Furniture;5/14/2015;33710;Corporate;Electrix Halogen Magnifier Lamp;23.316;2;0.2;South
Furniture;5/19/2017;22204;Consumer;Hon 4070 Series Pagoda Round Back Stacking Chairs;179.7488;2;0;South
Office Supplies;1/30/2018;50315;Corporate;Cardinal EasyOpen D-Ring Binders;9.14;2;0;Central
Technology;1/30/2018;50315;Corporate;AT&T 841000 Phone;51.75;3;0;Central
Office Supplies;1/30/2018;50315;Corporate;GBC Instant Report Kit;16.175;5;0;Central
Office Supplies;1/30/2018;50315;Corporate;DXL Angle-View Binders with Locking Rings by Samsill;3.4695;1;0;Central
Office Supplies;1/30/2018;50315;Corporate;Boston 19500 Mighty Mite Electric Pencil Sharpener;10.881;2;0;Central
Furniture;1/30/2018;50315;Corporate;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;14.5236;7;0;Central
Office Supplies;6/29/2015;45231;Consumer;Dixon My First Ticonderoga Pencil, #2;3.6855;7;0.2;East
Furniture;8/21/2016;94110;Home Office;Hon GuestStacker Chair;40.8006;3;0.2;West
Office Supplies;8/21/2016;94110;Home Office;Xerox 191;28.1718;3;0;West
Office Supplies;8/21/2016;94110;Home Office;Xerox 1974;11.7208;4;0;West
Office Supplies;8/21/2016;94110;Home Office;Xerox 1927;1.926;1;0;West
Office Supplies;10.03.2016;43229;Consumer;Acco D-Ring Binder w/DublLock;-22.449;5;0.7;East
Technology;10.03.2016;43229;Consumer;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;-2.7;2;0.2;East
Furniture;10.03.2016;43229;Consumer;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;-15.6156;1;0.5;East
Technology;10.03.2016;43229;Consumer;Microsoft Natural Ergonomic Keyboard 4000;0.5998;2;0.2;East
Office Supplies;5/23/2016;29203;Corporate;Cameo Buff Policy Envelopes;87.7443;3;0;South
Office Supplies;3/17/2018;93534;Consumer;Heavy-Duty E-Z-D Binders;5.8914;2;0.2;West
Furniture;12.12.2016;93534;Consumer;Lifetime Advantage Folding Chairs, 4/Carton;34.8928;2;0.2;West
Office Supplies;6/26/2016;23223;Consumer;GBC VeloBinder Manual Binding System;69.1008;4;0;South
Office Supplies;6/26/2016;23223;Consumer;Decoflex Hanging Personal Folder File, Blue;4.1634;1;0;South
Office Supplies;6/26/2016;23223;Consumer;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";21.0896;8;0;South
Furniture;6/26/2016;23223;Consumer;Office Star - Contemporary Task Swivel Chair;79.9056;3;0;South
Technology;5/20/2017;28806;Consumer;Cisco Unified IP Phone 7945G VoIP phone;85.2475;5;0.2;South
Office Supplies;9/20/2015;94110;Consumer;Avery 499;4.5816;2;0;West
Office Supplies;9/20/2015;94110;Consumer;Wirebound Message Book, 4 per Page;10.6428;4;0;West
Office Supplies;9/21/2018;55901;Consumer;Avery Durable Binders;9.8784;7;0;Central
Office Supplies;12/24/2016;14609;Corporate;Xerox 1887;63.7392;7;0;East
Office Supplies;12/24/2016;14609;Corporate;Xerox 1967;6.2208;2;0;East
Office Supplies;12/24/2016;14609;Corporate;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;10.3488;7;0;East
Furniture;11/27/2016;92530;Consumer;Situations Contoured Folding Chairs, 4/Set;17.745;5;0.2;West
Furniture;2/20/2018;92105;Corporate;"Executive Impressions 14"" Contract Wall Clock";7.3359;1;0;West
Technology;2/20/2018;92105;Corporate;Logitech Mobile Speakerphone P710e - speaker phone;18.8972;2;0.2;West
Office Supplies;8/18/2017;10024;Corporate;Belkin 7 Outlet SurgeMaster II;99.4896;9;0;East
Office Supplies;3.12.2017;71203;Corporate;Xerox 218;6.2208;2;0;South
Furniture;4/22/2018;94122;Consumer;Eldon Stackable Tray, Side-Load, Legal, Smoke;6.2152;2;0;West
Office Supplies;11.01.2015;80219;Consumer;Model L Table or Wall-Mount Pencil Sharpener;4.3176;3;0.2;West
Technology;11.01.2015;80219;Consumer;ClearOne CHATAttach 160 - speaker phone;247.996;4;0.2;West
Furniture;2.03.2016;68104;Consumer;Coloredge Poster Frame;11.076;2;0;Central
Technology;2.03.2016;68104;Consumer;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver;50.9898;3;0;Central
Office Supplies;10/13/2015;98026;Consumer;Newell 32;3.2256;4;0;West
Furniture;10/13/2015;98026;Consumer;"Bevis Round Bullnose 29"" High Table Top";311.652;5;0;West
Office Supplies;10/13/2015;98026;Consumer;Belkin F9G930V10-GRY 9 Outlet Surge;62.0368;4;0;West
Technology;10/13/2015;98026;Consumer;Sony 16GB Class 10 Micro SDHC R40 Memory Card;2.578;2;0;West
Furniture;5/14/2018;92704;Consumer;Eldon Stackable Tray, Side-Load, Legal, Smoke;6.2152;2;0;West
Technology;5/14/2018;92704;Consumer;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;601.9699;7;0;West
Office Supplies;3/20/2016;53209;Corporate;Xerox 205;24.8832;8;0;Central
Office Supplies;9/15/2017;19140;Consumer;Xerox 1968;1.8704;1;0.2;East
Office Supplies;6/28/2015;19140;Consumer;Xerox 1995;14.5152;8;0.2;East
Office Supplies;6/28/2015;19140;Consumer;Self-Adhesive Ring Binder Labels;-2.4288;3;0.7;East
Furniture;6/28/2015;19140;Consumer;Global Leather Executive Chair;0;5;0.3;East
Office Supplies;6/28/2015;19140;Consumer;GBC Recycled Grain Textured Covers;-22.7964;3;0.7;East
Office Supplies;6/28/2015;19140;Consumer;Xerox 1941;117.432;4;0.2;East
Technology;6/20/2018;7109;Consumer;Razer Kraken PRO Over Ear PC and Music Headset;71.991;3;0;East
Office Supplies;6/20/2018;7109;Consumer;Avery 508;4.8118;2;0;East
Technology;5.09.2015;94110;Consumer;Kingston Digital DataTraveler 32GB USB 2.0;4.068;4;0;West
Technology;5.09.2015;94110;Consumer;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;40.3128;3;0;West
Office Supplies;8/21/2018;55044;Consumer;Advantus Plastic Paper Clips;16.8;7;0;Central
Office Supplies;8/21/2018;55044;Consumer;Acme Forged Steel Scissors with Black Enamel Handles;10.7996;4;0;Central
Office Supplies;8/21/2018;55044;Consumer;Security-Tint Envelopes;7.4872;2;0;Central
Furniture;6/16/2018;41042;Consumer;Global Airflow Leather Mesh Back Chair, Black;90.588;2;0;South
Office Supplies;6/16/2018;41042;Consumer;Fellowes Smart Surge Ten-Outlet Protector, Platinum;50.5848;3;0;South
Technology;6/16/2018;41042;Consumer;Pyle PMP37LED;51.8346;2;0;South
Technology;6/16/2018;41042;Consumer;Clarity 53712;17.1574;1;0;South
Office Supplies;7/23/2017;33614;Corporate;Boston 16801 Nautilus Battery Pencil Sharpener;2.6412;2;0.2;South
Office Supplies;7/23/2017;33614;Corporate;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;6.5164;2;0.2;South
Technology;7/23/2017;33614;Corporate;Zebra GX420t Direct Thermal/Thermal Transfer Printer;-111.4995;1;0.5;South
Office Supplies;9.08.2015;75701;Consumer;GBC ProClick Punch Binding System;-79.3352;4;0.8;Central
Office Supplies;11.04.2018;38401;Home Office;Adams Telephone Message Books, 5 1/4” x 11”;3.2616;2;0.2;South
Technology;3.07.2017;76106;Corporate;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;1.5804;3;0.2;Central
Office Supplies;11/20/2016;10035;Corporate;Boston 19500 Mighty Mite Electric Pencil Sharpener;16.3215;3;0;East
Office Supplies;11/20/2016;10035;Corporate;Newell 335;3.3408;4;0;East
Furniture;11/20/2016;10035;Corporate;O'Sullivan 3-Shelf Heavy-Duty Bookcases;9.3024;4;0.2;East
Office Supplies;11.07.2017;90036;Corporate;Fellowes Binding Cases;11.7;4;0.2;West
Office Supplies;11.07.2017;90036;Corporate;Ibico Plastic and Wire Spiral Binding Combs;8.7672;4;0.2;West
Office Supplies;11.07.2017;90036;Corporate;Acme Preferred Stainless Steel Scissors;3.2944;2;0;West
Office Supplies;11.07.2017;90036;Corporate;Avery 486;6.8714;2;0;West
Technology;10/13/2016;40214;Consumer;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;23.4416;7;0;South
Furniture;10/13/2016;40214;Consumer;Global Deluxe Office Fabric Chairs;77.7438;3;0;South
Furniture;1.01.2018;44052;Consumer;"Linden 10"" Round Wall Clock, Black";8.5568;4;0.2;East
Technology;2.07.2015;7036;Corporate;Maxell DVD-RAM Discs;49.6048;7;0;East
Office Supplies;6/20/2017;93905;Corporate;DIXON Oriole Pencils;1.3416;2;0;West
Office Supplies;6/20/2017;93905;Corporate;Xerox 202;18.6624;6;0;West
Office Supplies;5/28/2017;39212;Consumer;Boston School Pro Electric Pencil Sharpener, 1670;50.1876;6;0;South
Furniture;2/19/2017;10035;Consumer;"Executive Impressions 14"" Contract Wall Clock";14.6718;2;0;East
Office Supplies;2/19/2017;10035;Consumer;Carina Double Wide Media Storage Towers in Natural & Black;9.7176;3;0;East
Office Supplies;8.03.2015;10035;Consumer;Xerox 1884;18.7812;2;0;East
Office Supplies;8.03.2015;10035;Consumer;Acme Box Cutter Scissors;26.598;10;0;East
Office Supplies;8.03.2015;10035;Consumer;Staple magnet;5.7672;2;0;East
Office Supplies;4.10.2018;8901;Home Office;"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";3.5767;1;0;East
Office Supplies;4.10.2018;8901;Home Office;OIC Binder Clips;3.58;2;0;East
Office Supplies;6.09.2015;94122;Consumer;Staple remover;0.1472;2;0;West
Office Supplies;6.09.2015;94122;Consumer;Deluxe Chalkboard Eraser Cleaner;10.626;2;0;West
Technology;1.05.2017;32216;Corporate;Logitech MX Performance Wireless Mouse;40.6878;6;0.2;South
Office Supplies;1.05.2017;32216;Corporate;Newell 337;0.5904;2;0.2;South
Technology;1.05.2017;32216;Corporate;Logitech B530 USB Headset - headset - Full size, Binaural;5.1786;2;0.2;South
Office Supplies;1.10.2015;22153;Corporate;Avery 482;1.3583;1;0;South
Furniture;1.10.2015;22153;Corporate;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";21.2954;1;0;South
Office Supplies;9/29/2017;19140;Corporate;Avery 483;5.1792;4;0.2;East
Office Supplies;4.06.2015;17602;Corporate;Large Capacity Hanging Post Binders;-35.928;6;0.7;East
Office Supplies;9.03.2017;19143;Home Office;GBC Ibimaster 500 Manual ProClick Binding System;-760.98;5;0.7;East
Technology;9.03.2017;19143;Home Office;Cisco SPA301;-46.797;3;0.4;East
Office Supplies;10/19/2016;3301;Consumer;Southworth 100% Cotton The Best Paper;17.22;3;0;East
Office Supplies;12.10.2015;10009;Consumer;"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";5.2256;2;0;East
Office Supplies;12.10.2015;10009;Consumer;Poly Designer Cover & Back;37.2204;7;0.2;East
Office Supplies;8/25/2018;28205;Consumer;Xerox 1910;67.256;5;0.2;South
Furniture;1/17/2017;3301;Home Office;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";64.518;3;0;East
Technology;1/17/2017;3301;Home Office;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;13.1956;1;0;East
Technology;1/17/2017;3301;Home Office;Logitech G19 Programmable Gaming Keyboard;66.9546;3;0;East
Office Supplies;9/17/2015;19120;Home Office;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";-4.1244;4;0.7;East
Office Supplies;11/30/2018;10024;Home Office;Lock-Up Easel 'Spel-Binder';23.1093;3;0.2;East
Furniture;11/30/2018;10024;Home Office;SAFCO Arco Folding Chair;262.39;5;0.1;East
Office Supplies;10.09.2016;22153;Consumer;Decoflex Hanging Personal Folder File, Blue;8.3268;2;0;South
Office Supplies;12/23/2018;94109;Consumer;Binney & Smith Crayola Metallic Crayons, 16-Color Pack;5.9312;4;0;West
Furniture;10/22/2017;48227;Home Office;Eldon 200 Class Desk Accessories;10.048;5;0;Central
Furniture;4/29/2015;14609;Consumer;Dax Clear Box Frame;5.9364;2;0;East
Office Supplies;4/25/2016;90045;Corporate;Fellowes Black Plastic Comb Bindings;4.5318;3;0.2;West
Office Supplies;6/26/2018;92105;Consumer;Eldon Shelf Savers Cubes and Bins;1.6752;12;0;West
Office Supplies;10/14/2018;21044;Home Office;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";18.4534;7;0;East
Office Supplies;12.09.2015;94122;Corporate;Xerox 1987;16.9932;6;0;West
Technology;6/20/2018;10801;Consumer;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand;14.995;5;0;East
Office Supplies;6/20/2018;10801;Consumer;Acco D-Ring Binder w/DublLock;18.6006;3;0.2;East
Office Supplies;6/26/2018;48227;Home Office;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";2.043;1;0;Central
Office Supplies;6/26/2018;48227;Home Office;Fluorescent Highlighters by Dixon;5.4128;4;0;Central
Technology;6/26/2018;48227;Home Office;Nortel Networks T7316 E Nt8 B27;135.98;8;0;Central
Office Supplies;11.10.2017;94122;Corporate;File Shuttle I and Handi-File;42.0714;7;0;West
Office Supplies;11.10.2017;94122;Corporate;Binding Machine Supplies;24.5028;3;0.2;West
Office Supplies;10.03.2017;77095;Consumer;Staple envelope;5.0856;2;0.2;Central
Office Supplies;9.09.2015;48227;Consumer;Alphabetical Labels for Top Tab Filing;51.8;7;0;Central
Office Supplies;10/29/2018;13021;Corporate;Things To Do Today Pad;22.5408;8;0;East
Office Supplies;4.10.2017;45503;Corporate;Wilson Jones Hanging Recycled Pressboard Data Binders;-6.5296;2;0.7;East
Office Supplies;11.11.2018;75043;Consumer;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;3.393;5;0.2;Central
Office Supplies;11.11.2018;75043;Consumer;Deluxe Heavy-Duty Vinyl Round Ring Binder;-32.088;4;0.8;Central
Technology;9/15/2018;60653;Consumer;Avaya 5420 Digital phone;20.2485;3;0.2;Central
Office Supplies;4.08.2017;90032;Consumer;Xerox 1923;9.6192;3;0;West
Office Supplies;4.08.2017;90032;Consumer;Fellowes Neat Ideas Storage Cubes;2.5984;2;0;West
Office Supplies;4.08.2017;90032;Consumer;Xerox 1931;6.2208;2;0;West
Furniture;12/30/2018;10009;Consumer;Bush Westfield Collection Bookcases, Fully Assembled;12.1176;4;0.2;East
Technology;12/30/2018;10009;Consumer;Gear Head AU3700S Headset;2.7279;7;0;East
Office Supplies;12/30/2018;10009;Consumer;Wilson Jones Legal Size Ring Binders;19.791;3;0.2;East
Technology;9.02.2018;49201;Home Office;Polycom CX600 IP Phone VoIP phone;323.946;4;0;Central
Technology;9.02.2018;49201;Home Office;Maxell iVDR EX 500GB Cartridge;829.3754;7;0;Central
Office Supplies;9.02.2018;49201;Home Office;Fellowes High-Stak Drawer Files;81.0474;2;0;Central
Furniture;5/31/2016;6360;Home Office;3M Hangers With Command Adhesive;9.102;6;0;East
Furniture;11/27/2018;53209;Corporate;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";19.2454;1;0;Central
Technology;11/27/2018;53209;Corporate;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;56.0547;9;0;Central
Furniture;6/15/2015;78207;Corporate;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;-18.5562;2;0.3;Central
Furniture;6/15/2015;78207;Corporate;Global Commerce Series High-Back Swivel/Tilt Chairs;-56.996;4;0.3;Central
Office Supplies;6/15/2015;78207;Corporate;Avery Premier Heavy-Duty Binder with Round Locking Rings;-14.5656;3;0.8;Central
Office Supplies;3.05.2017;75220;Corporate;Cameo Buff Policy Envelopes;50.4063;3;0.2;Central
Office Supplies;3.05.2017;75220;Corporate;Acco Perma 4000 Stacking Storage Drawers;-0.812;1;0.2;Central
Office Supplies;12.05.2015;22304;Consumer;Recycled Eldon Regeneration Jumbo File;6.8768;2;0;South
Technology;4.11.2016;10009;Consumer;Maxell 4.7GB DVD-R;34.9074;3;0;East
Technology;4.11.2016;10009;Consumer;OtterBox Commuter Series Case - iPhone 5 & 5s;10.5552;1;0;East
Office Supplies;4.11.2016;10009;Consumer;Kensington 4 Outlet MasterPiece Compact Power Control Center;113.848;5;0;East
Office Supplies;9/15/2017;10011;Corporate;GBC DocuBind 300 Electric Binding Machine;294.5488;2;0.2;East
Office Supplies;9/13/2015;19143;Consumer;Xerox 1985;5.4432;3;0.2;East
Technology;9/13/2015;19143;Consumer;Hypercom P1300 Pinpad;53.55;5;0.2;East
Office Supplies;10.05.2016;22153;Home Office;Newell 324;12.936;4;0;South
Office Supplies;10.05.2016;22153;Home Office;Holmes Odor Grabber;9.5172;2;0;South
Office Supplies;4/14/2018;43615;Consumer;Zebra Zazzle Fluorescent Highlighters;2.5536;3;0.2;East
Office Supplies;4/14/2018;43615;Consumer;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;21.3408;3;0.2;East
Office Supplies;4/14/2018;43615;Consumer;Xerox 196;5.0286;3;0.2;East
Office Supplies;9.02.2018;19140;Consumer;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";4.1148;3;0.2;East
Office Supplies;6/20/2017;19120;Home Office;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";15.2064;8;0.2;East
Office Supplies;6/20/2017;19120;Home Office;JM Magazine Binder;-21.7932;6;0.7;East
Office Supplies;6/20/2017;19120;Home Office;Xerox 202;5.4432;3;0.2;East
Office Supplies;6/20/2017;19120;Home Office;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;33.5772;2;0.2;East
Technology;11.05.2018;87401;Corporate;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;54.3966;1;0;West
Office Supplies;12/13/2016;92503;Corporate;Xerox 213;6.2208;2;0;West
Office Supplies;12/13/2016;92503;Corporate;Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection;34.9648;4;0;West
Office Supplies;6/19/2017;94110;Corporate;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";8.0464;2;0;West
Office Supplies;12/13/2017;90503;Corporate;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";2.2098;2;0.2;West
Furniture;12/13/2017;90503;Corporate;Bretford CR4500 Series Slim Rectangular Table;41.7852;4;0.2;West
Office Supplies;5/29/2016;98105;Consumer;Xerox 1894;15.552;5;0;West
Office Supplies;5/29/2016;98105;Consumer;Standard Rollaway File with Lock;140.5482;3;0;West
Office Supplies;5/29/2016;98105;Consumer;"Avery Trapezoid Extra Heavy Duty 4"" Binders";62.91;5;0.2;West
Furniture;7/26/2016;85204;Consumer;Bevis Boat-Shaped Conference Table;-204.4458;3;0.5;West
Furniture;11/28/2018;19120;Home Office;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;-12.9122;7;0.2;East
Furniture;11/28/2018;19120;Home Office;Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;75.5424;6;0.2;East
Furniture;11/28/2018;19120;Home Office;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;-619.596;12;0.4;East
Office Supplies;11/28/2018;19120;Home Office;Xerox 210;5.4432;3;0.2;East
Office Supplies;11/28/2018;19120;Home Office;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);7.92;6;0.2;East
Furniture;4.03.2018;19143;Consumer;Staple-based wall hangings;7.6416;4;0.2;East
Office Supplies;12/28/2018;78664;Consumer;Stanley Bostitch Contemporary Electric Pencil Sharpeners;2.7168;2;0.2;Central
Furniture;12/28/2018;78664;Consumer;Bush Westfield Collection Bookcases, Medium Cherry Finish;-11.596;2;0.32;Central
Office Supplies;11/30/2018;39212;Consumer;Home/Office Personal File Carts;43.45;5;0;South
Technology;5/15/2018;85023;Consumer;Logitech B530 USB Headset - headset - Full size, Binaural;2.5893;1;0.2;West
Office Supplies;5/15/2018;85023;Consumer;Avery Durable Slant Ring Binders;-3.168;2;0.7;West
Office Supplies;5/15/2018;85023;Consumer;"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream";5.6376;3;0.2;West
Furniture;9/22/2016;92054;Consumer;Luxo Professional Combination Clamp-On Lamps;53.196;2;0;West
Furniture;11/14/2018;94110;Corporate;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;28.1372;2;0.2;West
Office Supplies;11/27/2016;72701;Home Office;Zipper Ring Binder Pockets;3.0576;2;0;South
Office Supplies;9.01.2017;94110;Corporate;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;10.94;2;0;West
Office Supplies;9/22/2015;33433;Consumer;Avery File Folder Labels;1.6704;2;0.2;South
Office Supplies;4.09.2018;10011;Home Office;Color-Coded Legal Exhibit Labels;4.8118;2;0;East
Office Supplies;4.09.2018;10011;Home Office;Bulldog Vacuum Base Pencil Sharpener;9.7119;3;0;East
Office Supplies;4.09.2018;10011;Home Office;Xerox 212;6.2208;2;0;East
Office Supplies;4.09.2018;10011;Home Office;Computer Printout Paper with Letter-Trim Fine Perforations;91.968;4;0;East
Office Supplies;4.09.2018;10011;Home Office;Avery File Folder Labels;4.2336;3;0;East
Office Supplies;4.09.2018;10011;Home Office;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;0;3;0;East
Furniture;1/16/2015;19134;Consumer;DAX Black Cherry Wood-Tone Poster Frame;28.5984;6;0.2;East
Technology;1/16/2015;19134;Consumer;AT&T 841000 Phone;-31.05;3;0.4;East
Office Supplies;1/16/2015;19134;Consumer;GBC Linen Binding Covers;-13.6312;2;0.7;East
Office Supplies;1/16/2015;19134;Consumer;Round Specialty Laser Printer Labels;10.1493;3;0.2;East
Technology;10.05.2018;10011;Home Office;Motorola HK250 Universal Bluetooth Headset;3.2186;7;0;East
Office Supplies;10.05.2018;10011;Home Office;Tuf-Vin Binders;25.5798;3;0.2;East
Office Supplies;7.09.2018;97206;Consumer;Wilson Jones Easy Flow II Sheet Lifters;-0.792;2;0.7;West
Technology;1.07.2018;48205;Corporate;Lexmark MX611dhe Monochrome Laser Printer;679.996;2;0.1;Central
Office Supplies;5/30/2017;28403;Consumer;Angle-D Ring Binders;-2.6256;2;0.7;South
Office Supplies;12.09.2016;47201;Corporate;Xerox 188;16.6698;3;0;Central
Furniture;10.03.2017;10035;Consumer;Office Star - Contemporary Task Swivel Chair;93.2232;6;0.1;East
Office Supplies;11.11.2015;80027;Consumer;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;0.8056;1;0.2;West
Technology;11.11.2015;80027;Consumer;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);55.9984;2;0.2;West
Furniture;11.11.2015;80027;Consumer;Global Airflow Leather Mesh Back Chair, Black;75.49;5;0.2;West
Office Supplies;9/29/2018;77506;Home Office;Avery 499;2.5896;2;0.2;Central
Office Supplies;9/29/2018;77506;Home Office;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";9.4392;4;0.2;Central
Technology;9/29/2018;77506;Home Office;Wasp CCD Handheld Bar Code Reader;44.868;3;0.4;Central
Office Supplies;3.10.2016;77041;Consumer;Acco Suede Grain Vinyl Round Ring Binder;-1.8904;2;0.8;Central
Furniture;5/21/2018;13021;Corporate;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;72.807;5;0;East
Office Supplies;5/21/2018;13021;Corporate;Bulldog Table or Wall-Mount Pencil Sharpener;5.2113;3;0;East
Furniture;3/29/2016;32216;Home Office;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;131.2785;5;0.2;South
Office Supplies;9.09.2017;10024;Consumer;Cardinal EasyOpen D-Ring Binders;5.484;2;0.2;East
Office Supplies;8/26/2017;95123;Consumer;Advantus SlideClip Paper Clips;4.9104;3;0;West
Office Supplies;8/26/2017;95123;Consumer;Xerox 1979;69.705;5;0;West
Office Supplies;5/21/2015;23464;Corporate;Fellowes PB300 Plastic Comb Binding Machine;1276.4871;7;0;South
Technology;5/21/2015;23464;Corporate;Plantronics Voyager Pro Legend;173.0316;3;0;South
Office Supplies;10/28/2016;42420;Consumer;Laser & Ink Jet Business Envelopes;4.9082;1;0;South
Office Supplies;10/28/2016;42420;Consumer;Portable Personal File Box;9.8901;3;0;South
Furniture;10/28/2016;42420;Consumer;Magna Visual Magnetic Picture Hangers;9.158;5;0;South
Furniture;10/28/2016;42420;Consumer;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;12.9129;7;0;South
Furniture;11.10.2017;73120;Consumer;Sauder Facets Collection Library, Sky Alder Finish;54.7136;2;0;Central
Furniture;12/22/2018;48227;Consumer;Bevis 44 x 96 Conference Tables;70.006;2;0;Central
Furniture;8.07.2016;63122;Consumer;"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""";34.0704;3;0;Central
Furniture;10.01.2017;46350;Consumer;Westinghouse Clip-On Gooseneck Lamps;10.881;5;0;Central
Furniture;10/29/2017;48911;Consumer;Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;32.16;5;0;Central
Furniture;12/22/2018;48227;Consumer;Hon GuestStacker Chair;412.5394;7;0;Central
Furniture;5.12.2015;53209;Consumer;DAX Value U-Channel Document Frames, Easel Back;10.7849;7;0;Central
Furniture;12.01.2015;53711;Consumer;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;673.8816;8;0;Central
Furniture;8.03.2018;60623;Consumer;O'Sullivan Elevations Bookcase, Cherry Finish;-36.6744;2;0.3;Central
Furniture;9/24/2018;60623;Consumer;GuestStacker Chair with Chrome Finish Legs;-14.8704;2;0.3;Central
Furniture;11/19/2018;77095;Consumer;Global Wood Trimmed Manager's Task Chair, Khaki;-46.3998;3;0.3;Central
Furniture;5.05.2015;78207;Consumer;Global Value Mid-Back Manager's Chair, Gray;-9.1335;3;0.3;Central
Furniture;6/29/2018;75220;Consumer;Bevis Round Conference Table Top & Single Column Base;-39.5118;3;0.3;Central
Furniture;9/20/2015;60653;Consumer;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;-70.49;5;0.3;Central
Furniture;12/15/2015;79907;Consumer;Lifetime Advantage Folding Chairs, 4/Carton;-21.808;5;0.3;Central
Furniture;5/14/2018;77041;Consumer;Global Commerce Series Low-Back Swivel/Tilt Chairs;-12.849;5;0.3;Central
Furniture;10/24/2018;76063;Consumer;Hon 2111 Invitation Series Straight Table;-81.3065;5;0.3;Central
Furniture;11/18/2015;60016;Consumer;Hon 4-Shelf Metal Bookcases;-30.294;6;0.3;Central
Furniture;8/28/2017;75081;Consumer;Sauder Camden County Collection Libraries, Planked Cherry Finish;-52.8908;2;0.32;Central
Furniture;6/29/2018;75220;Consumer;O'Sullivan Plantations 2-Door Library in Landvery Oak;-96.4704;3;0.32;Central
Furniture;3/14/2017;78550;Consumer;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;-14.196;5;0.32;Central
Furniture;11/18/2015;60016;Consumer;BPI Conference Tables;-175.26;4;0.5;Central
Furniture;4/26/2018;76106;Consumer;DAX Value U-Channel Document Frames, Easel Back;-1.4413;1;0.6;Central
